0CM_CDT5,0VTYPE,0FISCPER,..._CURRCY,ZPI_SVL
197,52,2018045,CNY,541438.8906013706
707,52,2020024,CNY,111352.19472981826
133,52,2020037,CNY,896894.2728931159
358,52,2019048,CNY,1265356.1878981462
524,52,2018033,CNY,1325456.0274313895
884,52,2019032,CNY,906905.5966498342
523,52,2019023,CNY,762018.5736380442
953,52,2018036,CNY,380169.1094095727
869,52,2018011,CNY,775859.1678338597
601,52,2019033,CNY,1432049.0350212213
988,52,2019040,CNY,404542.2102097539
364,52,2018016,CNY,449956.0210335439
198,52,2019039,CNY,304529.33924850955
692,52,2020008,CNY,567637.5546940265
351,52,2019025,CNY,398013.9774606643
760,52,2020038,CNY,166115.0680731189
326,52,2020005,CNY,453877.19418890245
72,52,2018045,CNY,1039680.5819742997
915,52,2019051,CNY,1350338.1662308727
472,52,2018007,CNY,1087072.175945603
89,52,2020033,CNY,312910.0392091825
204,52,2019040,CNY,1050519.7974683952
497,52,2019011,CNY,1173571.487652983
335,52,2020017,CNY,118999.29343374066
571,52,2019022,CNY,1427430.72532486
69,52,2018038,CNY,1165313.4883488335
772,52,2020024,CNY,769072.4321668621
733,52,2019050,CNY,1566099.0359839685
451,52,2020020,CNY,398553.89641651354
918,52,2019033,CNY,1123030.6471151954
263,52,2019006,CNY,1138320.3835158453
294,52,2018011,CNY,1019764.5996050085
500,52,2020031,CNY,632653.6237526905
731,52,2020009,CNY,823699.2627608333
562,52,2018001,CNY,991944.5069622447
925,52,2018026,CNY,1079278.9916905893
110,52,2019047,CNY,1311251.7133859147
287,52,2018042,CNY,943921.4095344127
362,52,2020051,CNY,1667346.4043354376
968,52,2019001,CNY,1273579.227021052
433,52,2018006,CNY,706908.3793029641
555,52,2019048,CNY,621962.7892834822
535,52,2018021,CNY,387005.3925086087
844,52,2020014,CNY,598994.9774361553
223,52,2018018,CNY,1572841.3622586029
251,52,2019022,CNY,697661.3960888056
816,52,2018010,CNY,771407.405701942
886,52,2020016,CNY,1272380.5751871706
589,52,2019042,CNY,1528116.892484101
280,52,2018043,CNY,1283441.8621303104
987,52,2018015,CNY,1417576.780583963
655,52,2019010,CNY,998909.337569473
156,52,2020004,CNY,561556.1759805449
844,52,2020010,CNY,539572.1660171659
293,52,2020031,CNY,1248922.034327866
29,52,2019034,CNY,847734.7146415269
653,52,2020007,CNY,715217.72556343
65,52,2019029,CNY,1651053.3075424551
776,52,2018039,CNY,483276.5748059874
3,52,2019023,CNY,1012278.7929511577
494,52,2019019,CNY,1734722.486460496
435,52,2020010,CNY,491893.4879006241
470,52,2020016,CNY,15945.403363835603
425,52,2018006,CNY,91030.44456888385
611,52,2020052,CNY,1078922.4793177804
408,52,2020007,CNY,1026347.0358109005
666,52,2018006,CNY,88668.64320378659
550,52,2018007,CNY,596710.4321721444
210,52,2020036,CNY,16091.650062916984
773,52,2019046,CNY,912927.9929335882
78,52,2020039,CNY,751437.6885345691
547,52,2020040,CNY,1722619.8194401294
463,52,2018016,CNY,1725095.1820771033
940,52,2018008,CNY,701899.6173000504
697,52,2018005,CNY,1730761.074611268
634,52,2019002,CNY,441925.0330040888
746,52,2019006,CNY,36810.222587706456
835,52,2018035,CNY,842829.8733293335
455,52,2020050,CNY,413914.8580477235
941,52,2020026,CNY,185139.84658940075
876,52,2020043,CNY,190651.51780757195
780,52,2020040,CNY,657902.5832786973
169,52,2018013,CNY,917780.8539546026
516,52,2018023,CNY,460443.75834244344
624,52,2020020,CNY,1545812.3665390469
848,52,2020010,CNY,613776.4301310707
339,52,2018028,CNY,1039321.6169420897
690,52,2018031,CNY,1351847.8703571206
76,52,2018035,CNY,1164050.8719693727
992,52,2018038,CNY,1208856.2424790515
30,52,2018021,CNY,1659994.2518947003
641,52,2020024,CNY,674946.8610095248
790,52,2020026,CNY,760971.4489664981
293,52,2018034,CNY,277316.890297893
25,52,2020018,CNY,260986.1747662713
605,52,2019007,CNY,237675.84336245773
532,52,2019028,CNY,484284.2568856702
966,52,2019011,CNY,334902.08723051014
785,52,2020015,CNY,846895.0511683977
98,52,2020035,CNY,1269172.4059817886
534,52,2019019,CNY,1385222.7147424887
326,52,2018007,CNY,408166.23679867666
688,52,2020021,CNY,492446.5458942572
284,52,2020010,CNY,1510475.162467621
407,52,2018028,CNY,1463853.4932769516
815,52,2018006,CNY,687087.1004286533
398,52,2019018,CNY,1164940.8760823403
555,52,2020013,CNY,653488.1748703286
696,52,2020023,CNY,1672069.986711342
420,52,2019010,CNY,683313.8907065807
660,52,2018042,CNY,1397012.60211067
717,52,2019041,CNY,1132704.9009044035
686,52,2020048,CNY,1116203.460149336
780,52,2019010,CNY,230786.77701303293
988,52,2020047,CNY,1478746.4747396107
248,52,2019049,CNY,877476.5507412516
214,52,2019036,CNY,962911.3378519504
158,52,2018006,CNY,144290.41682381195
709,52,2020020,CNY,296139.0053057078
29,52,2020001,CNY,359403.9803823179
573,52,2019028,CNY,785426.0824747893
747,52,2018009,CNY,350581.2393086109
520,52,2018046,CNY,1517056.295982697
928,52,2019039,CNY,216454.0877017901
789,52,2018029,CNY,504571.99742225214
834,52,2020007,CNY,1469309.6616426182
589,52,2020004,CNY,706495.2383315744
578,52,2019013,CNY,250702.4922695599
426,52,2018005,CNY,1067229.2756116765
140,52,2019008,CNY,408704.2639739116
529,52,2018032,CNY,68285.6833481851
948,52,2019020,CNY,1691152.1646923656
191,52,2020027,CNY,1510569.5972800336
774,52,2018004,CNY,1279929.6515448247
644,52,2018029,CNY,181048.67816793596
401,52,2019015,CNY,695451.1786010225
487,52,2020038,CNY,1398177.058290313
797,52,2018003,CNY,1054996.0174439265
936,52,2018031,CNY,995845.1920904907
929,52,2018005,CNY,1509263.8974206317
320,52,2019047,CNY,897857.0074427654
612,52,2019027,CNY,1142716.9995856173
635,52,2019047,CNY,1500185.0132127244
582,52,2018018,CNY,31838.682532176834
573,52,2018046,CNY,651644.6569266437
247,52,2020020,CNY,348266.24765951606
932,52,2019025,CNY,1666693.3440993098
361,52,2020016,CNY,626028.5626044872
968,52,2020005,CNY,1722450.367384616
836,52,2020046,CNY,188066.56675560644
801,52,2019008,CNY,1140083.458677304
887,52,2020019,CNY,600840.7844373537
941,52,2020037,CNY,1767045.9428744442
946,52,2019021,CNY,343543.06726815284
403,52,2019006,CNY,209062.54487979534
265,52,2018017,CNY,394313.76841645176
298,52,2020041,CNY,1556512.4062087794
668,52,2019014,CNY,252021.53696001554
956,52,2019002,CNY,165857.6767391186
738,52,2019025,CNY,296257.5684425034
869,52,2018051,CNY,787570.679704037
716,52,2019036,CNY,1251449.3381612434
840,52,2020013,CNY,269001.0310083054
250,52,2020044,CNY,715879.0517103727
210,52,2020051,CNY,719875.818392129
976,52,2018036,CNY,43056.72736657261
749,52,2020034,CNY,1653439.696924042
651,52,2019010,CNY,1681414.6256742177
751,52,2020047,CNY,1417287.3734905177
370,52,2020025,CNY,1751111.5069457842
216,52,2018004,CNY,666686.402086034
266,52,2019042,CNY,1464998.4776653994
382,52,2018049,CNY,1658669.0399188453
407,52,2019025,CNY,1540090.133015047
249,52,2020008,CNY,860996.890201248
981,52,2018004,CNY,1596620.810592325
874,52,2018021,CNY,1184579.853624708
70,52,2019036,CNY,391097.3866327099
23,52,2018004,CNY,1441590.11655515
426,52,2020050,CNY,453931.82997661753
317,52,2020046,CNY,811798.8363545184
816,52,2018030,CNY,1164664.4179284042
954,52,2019024,CNY,396750.716200807
885,52,2019005,CNY,499812.0509090737
582,52,2019028,CNY,593040.9416045928
188,52,2018011,CNY,984055.3413381997
517,52,2019046,CNY,1306141.6826988775
964,52,2019033,CNY,1609950.5767030162
175,52,2018021,CNY,467985.9639000796
154,52,2018047,CNY,539301.9460610326
490,52,2020039,CNY,1427763.6037170354
218,52,2019018,CNY,589105.5647859946
167,52,2020046,CNY,807226.1310230059
505,52,2020014,CNY,353969.21541933645
105,52,2018003,CNY,543596.5591246813
374,52,2020015,CNY,474145.0038507131
628,52,2018046,CNY,1423000.898288105
856,52,2018027,CNY,1370780.2979329682
357,52,2019029,CNY,590285.6748505259
427,52,2018005,CNY,977325.154228788
653,52,2019002,CNY,162929.29388473358
776,52,2019028,CNY,1670144.721746026
933,52,2020028,CNY,204787.18509779812
603,52,2018024,CNY,844088.2013380859
470,52,2020039,CNY,1145133.7541585877
817,52,2020052,CNY,1542694.3164410046
353,52,2018040,CNY,1355760.4398170586
475,52,2019002,CNY,521113.74694430066
641,52,2020032,CNY,990561.2160867791
236,52,2018014,CNY,1691761.7421425583
459,52,2020019,CNY,1638708.4764465264
120,52,2018046,CNY,1609501.2605752968
503,52,2020001,CNY,523908.44861460285
622,52,2019007,CNY,1669884.016140529
677,52,2020018,CNY,1483756.007741479
436,52,2018040,CNY,577129.9703086334
197,52,2019011,CNY,12426.085721689213
319,52,2018008,CNY,1238743.6574031643
955,52,2018006,CNY,1483538.1184835976
560,52,2020044,CNY,638569.6461342528
834,52,2018045,CNY,682459.044337626
420,52,2020025,CNY,1170749.0337018832
862,52,2019045,CNY,699421.4509482406
155,52,2019007,CNY,980647.7613393918
765,52,2020044,CNY,1534337.5453165295
760,52,2020052,CNY,514644.7631935539
805,52,2019040,CNY,1329059.8739467326
241,52,2018028,CNY,463957.56231687946
596,52,2019051,CNY,1199293.8461277517
563,52,2018028,CNY,125348.53234441459
403,52,2020051,CNY,1173791.3358651397
329,52,2018007,CNY,1674310.9610614704
562,52,2020024,CNY,1463082.0480335148
281,52,2020007,CNY,265608.8085355087
868,52,2019024,CNY,1139415.6286478855
232,52,2020031,CNY,598774.1642790049
349,52,2020008,CNY,949348.4083150286
539,52,2020042,CNY,832610.2675612418
737,52,2020013,CNY,367580.08976628253
210,52,2019021,CNY,1076627.033769514
551,52,2020043,CNY,1758810.6157429863
717,52,2020021,CNY,334022.9874381903
364,52,2019022,CNY,89607.3290255021
75,52,2018012,CNY,800712.3447617523
480,52,2020002,CNY,1171215.9861012641
766,52,2020038,CNY,1132841.4322308644
883,52,2020031,CNY,1273333.1238666412
706,52,2019052,CNY,1657868.7664416728
134,52,2018049,CNY,1441877.0354520523
524,52,2018048,CNY,333898.4913294508
630,52,2018014,CNY,1053414.3685635317
133,52,2019024,CNY,189212.96509779975
244,52,2020001,CNY,769913.4522507852
922,52,2020010,CNY,613186.2070405148
469,52,2020009,CNY,60247.50832877311
373,52,2019048,CNY,170177.47973070297
703,52,2020006,CNY,522007.1253681306
991,52,2019013,CNY,241809.17047654028
528,52,2019028,CNY,1638476.2263173042
544,52,2018048,CNY,775545.2825446428
893,52,2018019,CNY,788468.3061527765
226,52,2020030,CNY,198634.86242002298
480,52,2019009,CNY,1056764.9205575623
643,52,2018003,CNY,1363303.7510460052
449,52,2019034,CNY,860318.9930572185
337,52,2018011,CNY,1568583.5233947358
604,52,2019042,CNY,1349209.4684245693
643,52,2018008,CNY,865033.2068473356
455,52,2020042,CNY,1669689.001075398
312,52,2018008,CNY,1729076.2695691816
335,52,2020028,CNY,895581.820839193
125,52,2019019,CNY,1385557.2874158951
195,52,2019019,CNY,1352994.517174928
13,52,2020006,CNY,286774.77440559486
256,52,2018041,CNY,659360.1718461672
293,52,2020001,CNY,796397.1468409213
129,52,2019008,CNY,703546.103913977
819,52,2018003,CNY,1360378.8260298418
635,52,2018036,CNY,1074915.5403962976
780,52,2019024,CNY,1151246.6639600212
419,52,2018001,CNY,101429.58262535553
691,52,2019041,CNY,964577.2943144673
397,52,2020011,CNY,359238.2349423472
751,52,2018002,CNY,1728427.6363290553
670,52,2018031,CNY,1281030.0213863517
355,52,2020043,CNY,180942.39019103308
60,52,2019006,CNY,1657178.0439426545
188,52,2018018,CNY,1584735.2357444963
441,52,2018028,CNY,1404757.9450966571
549,52,2020050,CNY,681272.8647948198
777,52,2018002,CNY,1676771.2071751824
726,52,2020018,CNY,894530.2561695214
704,52,2020009,CNY,240872.24836203994
277,52,2020017,CNY,835066.3003454104
1,52,2020010,CNY,881647.4025292507
880,52,2020037,CNY,604596.2171076039
329,52,2020030,CNY,1608218.543064143
351,52,2019001,CNY,448985.83553748485
414,52,2020021,CNY,1731430.424938945
320,52,2020028,CNY,706754.2433594499
381,52,2018038,CNY,1318694.8094554236
741,52,2018048,CNY,918646.8158759526
803,52,2018034,CNY,767426.1633564733
177,52,2018022,CNY,862403.6253408608
262,52,2018052,CNY,427789.97500640154
275,52,2019029,CNY,132284.93399595105
475,52,2020029,CNY,470217.8273502056
781,52,2020010,CNY,1266041.730461914
969,52,2018025,CNY,1436008.7630560014
739,52,2018033,CNY,717952.6027794746
625,52,2019038,CNY,972246.3049346607
447,52,2019009,CNY,1690423.9682722597
907,52,2020043,CNY,1342212.9465490042
38,52,2019009,CNY,468226.0509842304
686,52,2019037,CNY,621332.857593535
586,52,2020021,CNY,1037394.7065010252
823,52,2018006,CNY,769882.8634496273
225,52,2019011,CNY,667883.7678255554
23,52,2018008,CNY,366783.3550996168
151,52,2020017,CNY,611813.3945442612
596,52,2018014,CNY,610532.6642151084
640,52,2018008,CNY,579194.0938490897
209,52,2019049,CNY,1353658.2326662347
810,52,2019007,CNY,1505156.7616419941
361,52,2020033,CNY,212854.45315354672
462,52,2018035,CNY,235745.10481287082
121,52,2020002,CNY,425232.8196175245
853,52,2019050,CNY,542907.379930038
707,52,2018026,CNY,842654.2626804431
601,52,2019023,CNY,1377956.934688146
443,52,2019021,CNY,993440.1377978639
404,52,2018043,CNY,988818.7434116856
100,52,2019007,CNY,1579960.169371563
674,52,2020014,CNY,1683157.9852336654
401,52,2020018,CNY,469191.1927978572
929,52,2019036,CNY,77462.49131997439
444,52,2018010,CNY,1091996.8440539697
86,52,2020024,CNY,1529982.9258228564
803,52,2018012,CNY,1644984.3403643002
319,52,2019032,CNY,1725360.9391312029
877,52,2020040,CNY,839770.3236794706
321,52,2018022,CNY,1709266.0565304055
75,52,2019008,CNY,1546772.0851935167
450,52,2019047,CNY,1756549.6209269955
425,52,2020032,CNY,671374.5571585024
694,52,2018035,CNY,1264197.3010687788
933,52,2020022,CNY,239922.4665696405
69,52,2019003,CNY,963969.1674372507
388,52,2020021,CNY,598816.2522115335
777,52,2020028,CNY,276868.5590755002
284,52,2018043,CNY,1766385.1792569796
99,52,2018042,CNY,915889.7008998046
181,52,2019006,CNY,1470133.9055650432
831,52,2020003,CNY,1656938.061255021
228,52,2019046,CNY,60082.95870466436
212,52,2018001,CNY,1518435.3251865199
192,52,2020025,CNY,677552.8255677816
444,52,2018028,CNY,704497.5815557854
431,52,2020023,CNY,915492.717808019
167,52,2019040,CNY,1486135.646413671
971,52,2020045,CNY,1128270.2209551937
698,52,2019012,CNY,82769.97193130018
257,52,2019028,CNY,1455029.1071129648
369,52,2020038,CNY,1419555.722530147
884,52,2018046,CNY,71540.96320551937
907,52,2018010,CNY,879450.564603445
173,52,2019046,CNY,689960.3590115355
825,52,2018044,CNY,23849.567737089616
866,52,2018017,CNY,584213.0654534075
951,52,2019046,CNY,422567.65773725027
442,52,2018043,CNY,613212.8456460204
397,52,2020041,CNY,1354728.3247686597
371,52,2020026,CNY,1208057.9919890664
262,52,2018044,CNY,378450.7717313023
814,52,2019004,CNY,273340.43305298
441,52,2018051,CNY,1667628.7461041682
118,52,2020022,CNY,732001.637003564
707,52,2018025,CNY,1065356.1532874105
842,52,2019048,CNY,848963.2437273032
603,52,2019026,CNY,399745.0161963596
685,52,2020047,CNY,1570860.8638810779
277,52,2019034,CNY,1076132.7866299276
461,52,2019041,CNY,631512.4331508684
466,52,2018025,CNY,1245255.8888595616
883,52,2019042,CNY,1115101.984666182
938,52,2018029,CNY,767760.9559914145
854,52,2020039,CNY,387900.3445204528
469,52,2018010,CNY,531443.7817299921
446,52,2018047,CNY,39511.883535838206
765,52,2018021,CNY,1728716.6330666936
416,52,2019047,CNY,1657173.2978001412
32,52,2019005,CNY,239829.1674239851
668,52,2019037,CNY,1383525.2721982095
726,52,2020030,CNY,195604.91087504063
726,52,2020037,CNY,1069919.0798494627
754,52,2020022,CNY,1600898.9494226507
755,52,2019007,CNY,1648685.6716687547
262,52,2020033,CNY,455004.82842341095
621,52,2019032,CNY,1308152.0161888327
124,52,2018004,CNY,807497.246688821
817,52,2018043,CNY,672801.846059245
433,52,2020009,CNY,787537.7304434524
201,52,2018016,CNY,1680941.436355664
174,52,2020009,CNY,807921.5542568603
721,52,2020021,CNY,1085524.5636661376
272,52,2020008,CNY,1504482.5486107334
550,52,2020001,CNY,1642119.9431744039
259,52,2020001,CNY,460663.5923008856
576,52,2019007,CNY,1720340.250790295
67,52,2020025,CNY,1583839.5860028001
264,52,2018001,CNY,405840.6676175134
932,52,2020027,CNY,394162.06785210624
816,52,2018034,CNY,1738086.806533722
601,52,2020041,CNY,1608073.032879997
162,52,2020007,CNY,1547519.542239409
410,52,2018029,CNY,457544.0000321229
205,52,2019025,CNY,734318.5458950172
359,52,2018013,CNY,1376337.9474684948
612,52,2020002,CNY,154084.4053211329
2,52,2018051,CNY,1262100.350970104
18,52,2018020,CNY,532788.4444195876
998,52,2020035,CNY,683118.5838178629
526,52,2019024,CNY,921919.2431689161
54,52,2018042,CNY,158874.28050229503
675,52,2018052,CNY,165275.233849517
688,52,2018005,CNY,286196.74970591255
193,52,2020049,CNY,53116.94447910583
275,52,2020044,CNY,1003998.2770236321
370,52,2019041,CNY,1625366.8776778113
430,52,2020044,CNY,891354.0412557883
821,52,2019043,CNY,674537.579919388
273,52,2020039,CNY,1015775.8780926525
244,52,2019022,CNY,786999.6231750131
11,52,2018033,CNY,508301.67130784487
406,52,2019020,CNY,743997.2997652178
424,52,2018010,CNY,285991.2072446624
661,52,2020007,CNY,349228.3592156775
698,52,2020003,CNY,1415414.8716364028
590,52,2018037,CNY,503814.0374605249
871,52,2019006,CNY,1540816.4149963555
709,52,2020019,CNY,680624.9951357101
774,52,2018035,CNY,1747525.1326241968
471,52,2019030,CNY,1340865.4825958423
939,52,2018052,CNY,252229.16109822007
748,52,2018009,CNY,699699.721826597
651,52,2019015,CNY,430325.49075306195
160,52,2020030,CNY,1578359.2296723102
191,52,2019046,CNY,977913.2707237303
253,52,2020022,CNY,1453358.2966509347
917,52,2018007,CNY,268746.9111612207
886,52,2018037,CNY,1046428.8396921528
582,52,2019041,CNY,1479570.013766603
546,52,2019046,CNY,392796.14658319566
165,52,2020036,CNY,696466.6703020692
82,52,2020034,CNY,381127.8824132886
351,52,2019007,CNY,411084.92366100906
909,52,2018035,CNY,408997.74262202886
296,52,2018030,CNY,1310869.6792765122
100,52,2018051,CNY,1588308.7741360147
265,52,2019040,CNY,1228351.5469564402
417,52,2020049,CNY,802265.6646210157
386,52,2018005,CNY,783683.2746384167
248,52,2019042,CNY,755060.2841930309
136,52,2018025,CNY,1737720.4538709163
691,52,2019011,CNY,1134054.7081564767
19,52,2019048,CNY,535723.6158802733
118,52,2019024,CNY,957941.2694385356
511,52,2019041,CNY,104798.67037593323
52,52,2019017,CNY,509043.2502262781
228,52,2019004,CNY,1074626.4633190406
78,52,2018011,CNY,360331.3617357121
766,52,2020015,CNY,277096.83933111397
175,52,2018036,CNY,1644357.3181560014
267,52,2019012,CNY,924519.7320554865
416,52,2019042,CNY,1095077.622343979
724,52,2018034,CNY,1280810.819540032
964,52,2020023,CNY,721286.511114469
721,52,2018051,CNY,77092.19735141446
901,52,2019016,CNY,1760881.0958199343
124,52,2020030,CNY,534998.1778077061
702,52,2019027,CNY,1532532.6173151254
705,52,2019025,CNY,443023.5948842382
699,52,2018051,CNY,639477.8169431092
866,52,2020046,CNY,317738.57352754485
287,52,2020022,CNY,1576825.7349598117
233,52,2018001,CNY,926216.1083204699
308,52,2020050,CNY,1510373.0136783079
897,52,2020017,CNY,1742955.420069104
323,52,2020016,CNY,1379145.3007287416
272,52,2020007,CNY,612704.1167443768
712,52,2019021,CNY,35249.86096892695
783,52,2018019,CNY,1256158.8564914877
576,52,2019019,CNY,992084.2928455833
548,52,2018052,CNY,675651.2450644498
843,52,2019006,CNY,375883.9264438964
690,52,2019045,CNY,1626658.8987541702
839,52,2020035,CNY,1559334.42471892
655,52,2019030,CNY,8771.825013341191
383,52,2018015,CNY,1248808.0871609708
688,52,2019001,CNY,932220.3579149913
254,52,2020002,CNY,1725713.122401707
955,52,2018014,CNY,9450.200358982607
301,52,2019020,CNY,612838.0004466854
671,52,2018015,CNY,699334.0941750673
771,52,2018033,CNY,1567469.3868089207
489,52,2018025,CNY,675233.5991427425
727,52,2019017,CNY,1278727.237618562
643,52,2018014,CNY,1067414.4843766557
100,52,2019008,CNY,375911.85550646187
251,52,2020026,CNY,382717.8727542298
275,52,2019004,CNY,1501946.1269751294
20,52,2019035,CNY,1285670.4901588433
714,52,2018015,CNY,1443680.0915465667
405,52,2019049,CNY,310205.0217654912
506,52,2018044,CNY,796268.8750535826
367,52,2019020,CNY,1545227.9075453833
70,52,2019005,CNY,521014.3768385258
5,52,2018034,CNY,429054.83270279324
10,52,2019049,CNY,420003.00196434563
968,52,2018038,CNY,1718587.343311646
648,52,2019047,CNY,991395.4134527527
433,52,2020005,CNY,341546.278877806
279,52,2019040,CNY,163745.2114901358
